,speaker,recording,t1,t2,phones,phone_dur,prev,nxt,prev_short,nxt_short,prev_height,nxt_height,prev_back,nxt_back,words,COG,SD,skew,kurtosis,age,gender,sexuality,race_ethnicity,SES,place_origin,L1s
942,S03,S03_interview.wav,321.52,321.57,S,0.05000000000001137,IH1,T,IH,T,high,consonant,front,consonant,linguistics,8480.448262902257,1721.6825599569352,-1.0685076966505032,5.852491413729664,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
943,S03,S03_interview.wav,322.8,322.88,S,0.07999999999998408,IH2,AH0,IH,AH,high,mid,front,back,disappointing,7558.508964034396,1648.9432653203003,-0.39610851342934944,4.7947708373744895,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
944,S03,S03_interview.wav,325.17,325.27,S,0.0999999999999659,EH1,L,EH,L,mid,consonant,front,consonant,guess,8938.32835289286,2190.9176428748497,-1.1543123341575645,4.504559733518505,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
945,S03,S03_interview.wav,325.64,325.75,S,0.11000000000001364,L,EY1,L,EY,consonant,high,consonant,front,say,5533.906514345124,3905.54763317036,-0.22627362362174383,-1.4179472612168456,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
946,S03,S03_interview.wav,336.21,336.28,S,0.06999999999999318,EY1,OW1,EY,OW,high,mid,front,back,so,2538.0502457302086,3360.070557200015,1.2947316551005998,0.30516218559585884,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
947,S03,S03_interview.wav,336.75,336.93,S,0.18000000000000682,T,L,T,L,consonant,consonant,consonant,consonant,that's,8435.24519475796,1235.7749820720974,-0.6816165522443831,4.8712910753850895,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
948,S03,S03_interview.wav,338.34,338.4,S,0.060000000000002274,IH2,AH0,IH,AH,high,mid,front,back,disappointing,2979.2967024642994,3600.6677008870215,0.9403886815201247,-0.6624399294182135,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
949,S03,S03_interview.wav,341.26,341.35,S,0.09000000000003183,T,OW1,T,OW,consonant,mid,consonant,back,so,5062.462158576513,3484.312171530901,-0.30827305973181734,-1.5097720529071528,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
950,S03,S03_interview.wav,358.269,358.379,S,0.11000000000001364,K,OW1,K,OW,consonant,mid,consonant,back,so,3328.438493183209,3578.8199776235188,0.7316536054344945,-0.9694581381960092,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
951,S03,S03_interview.wav,361.699,361.789,S,0.08999999999997499,IH1,T,IH,T,high,consonant,front,consonant,linguistics,8946.98753894515,1370.5432393365857,-0.1619730291662127,6.776905404878104,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
952,S03,S03_interview.wav,361.959,362.039,S,0.07999999999998408,K,W,K,W,consonant,consonant,consonant,consonant,linguistics,8165.900861273473,1641.853388541646,-0.6505361248931658,5.842369167997157,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
953,S03,S03_interview.wav,364.479,364.529,S,0.05000000000001137,IH1,T,IH,T,high,consonant,front,consonant,linguistics,8741.89080036223,1916.0138165726135,-0.6437305495985037,3.460302049023583,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
954,S03,S03_interview.wav,364.709,364.779,S,0.06999999999999318,K,W,K,W,consonant,consonant,consonant,consonant,linguistics,7530.651611437856,1557.7552687114467,-0.30358708639138937,6.278391866548935,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
955,S03,S03_interview.wav,367.169,367.259,S,0.09000000000003183,R,AH1,R,AH,consonant,mid,consonant,back,someone,2626.6789532262696,3505.820909604953,1.3560127108898976,0.32762215597840827,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
956,S03,S03_interview.wav,370.429,370.479,S,0.05000000000001137,T,L,T,L,consonant,consonant,consonant,consonant,parents,1010.3921702581193,1648.2873189279303,3.893753154973993,20.34986754645335,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
957,S03,S03_interview.wav,394.701,394.781,S,0.07999999999998408,T,L,T,L,consonant,consonant,consonant,consonant,it's,3548.2804162332304,3649.8291731414943,1.1432771929155126,1.6884095453685246,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
958,S03,S03_interview.wav,398.631,398.861,S,0.2300000000000182,T,S,T,S,consonant,consonant,consonant,consonant,it's,7907.067202251991,1581.3002588511033,-1.507342787919373,7.754606683266312,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
959,S03,S03_interview.wav,418.13,418.2,S,0.06999999999999318,IH0,K,IH,K,high,consonant,front,consonant,misconceptions,6575.095899580593,2275.157637945111,-0.7217344031140395,0.8287863633236783,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
960,S03,S03_interview.wav,496.93,497.0,S,0.06999999999999318,L,P,L,P,consonant,consonant,consonant,consonant,speak,7333.997646082205,1350.3154358561458,0.5923881911247082,6.3929405979078755,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
961,S03,S03_interview.wav,504.7,504.83,S,0.12999999999999545,N,T,N,T,consonant,consonant,consonant,consonant,constantly,7560.586361075297,1162.0659018639324,-0.7614416427062528,13.893024952719113,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
962,S03,S03_interview.wav,508.96,509.04,S,0.08000000000004093,IH0,T,IH,T,high,consonant,front,consonant,just,7497.223589002683,1603.7897362380654,-0.5949250532314557,9.231229706618572,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
963,S03,S03_interview.wav,512.47,512.54,S,0.06999999999993634,AY1,P,AY,P,high,consonant,front,consonant,speak,5309.946060891891,3879.267725080544,-0.12784666181495993,-1.2032542090951797,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
964,S03,S03_interview.wav,517.17,517.22,S,0.05000000000006821,N,T,N,T,consonant,consonant,consonant,consonant,against,8330.27226453707,1588.417033609377,-1.3156120162630025,10.495907972632327,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
965,S03,S03_interview.wav,519.91,520.04,S,0.12999999999999545,AH1,AH1,AH,AH,mid,mid,back,back,someone,7571.04573573608,2046.2694151346122,-1.9849658020543386,5.899109678965159,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
966,S03,S03_interview.wav,556.29,556.4,S,0.11000000000001364,P,AH1,P,AH,consonant,mid,consonant,back,perhaps,7438.689246417164,2259.9563449880857,-1.3554276213241108,3.133633810256046,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
967,S03,S03_interview.wav,559.44,559.55,S,0.10999999999989996,EY1,AH1,EY,AH,high,mid,front,back,something,5419.556637334298,3595.6182987722214,-0.3800456111478384,-1.3915761926909362,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
968,S03,S03_interview.wav,570.18,570.25,S,0.07000000000005002,AH1,HH,AH,HH,mid,consonant,back,consonant,us,2986.1244006838465,3237.706535735532,1.2420314314478536,1.4817848701962877,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
969,S03,S03_interview.wav,570.49,570.55,S,0.05999999999994543,K,P,K,P,consonant,consonant,consonant,consonant,experience,6944.653225210224,2225.1478546825774,-1.1701796078405218,3.1012739185778315,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
970,S03,S03_interview.wav,570.94,571.02,S,0.07999999999992724,N,W,N,W,consonant,consonant,consonant,consonant,experience,7129.321079835889,1831.1725038398636,-0.8922120647123194,6.862967282474978,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
971,S03,S03_interview.wav,575.77,575.83,S,0.06000000000005912,T,P,T,P,consonant,consonant,consonant,consonant,spanish,7019.815072446166,2067.1355819325563,0.5866343399355975,5.656842989909595,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
972,S03,S03_interview.wav,576.13,576.23,SH,0.10000000000002274,IH0,IH0,IH,IH,high,high,front,front,spanish,4757.463618958398,2317.0185990030777,-0.01188722286974664,0.9134684002500411,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
973,S03,S03_interview.wav,585.1,585.2,S,0.10000000000002274,IY0,IH1,IY,IH,high,high,front,front,city,4152.87361738412,4016.4982682865257,0.31051752171617963,-1.5903521594728351,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
974,S03,S03_interview.wav,587.75,587.82,S,0.07000000000005002,IH0,S,IH,S,high,consonant,front,consonant,this,8268.251504248086,1604.0323597965269,0.4268867868470512,4.770381445755897,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
975,S03,S03_interview.wav,588.01,588.1,S,0.09000000000003183,EH1,T,EH,T,mid,consonant,front,consonant,semester,8433.541150086368,1552.1820141431788,0.5674445321586794,5.180692502052608,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
976,S03,S03_interview.wav,589.79,589.85,S,0.06000000000005912,NG,P,NG,P,consonant,consonant,consonant,consonant,spring,7405.87719206849,1665.7042134318801,-0.3269912307360515,8.040904865568004,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
977,S03,S03_interview.wav,590.05,590.14,S,0.09000000000003183,NG,AH0,NG,AH,consonant,mid,consonant,back,semester,7108.853525215609,2843.309863270759,-1.328000652071752,1.3631985276081906,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
978,S03,S03_interview.wav,590.3,590.37,S,0.07000000000005002,EH1,T,EH,T,mid,consonant,front,consonant,semester,7660.492497244548,1538.9959794561632,0.578918108430106,4.333456178890339,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
979,S03,S03_interview.wav,590.63,590.69,S,0.06000000000005912,T,JH,T,JH,consonant,consonant,consonant,consonant,it's,6139.26610483715,1623.779479959272,0.1025302051918257,1.0349060592683195,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
980,S03,S03_interview.wav,590.96,591.09,S,0.12999999999999545,AH1,T,AH,T,mid,consonant,back,consonant,just,7254.735556574315,1358.263745753486,0.258604558261841,3.4194589482249658,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
981,S03,S03_interview.wav,593.87,593.98,S,0.11000000000001364,AH0,EH1,AH,EH,mid,mid,back,front,second,8151.229271356561,2708.4255312470514,-1.7711492808802227,3.1577648407100245,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
982,S03,S03_interview.wav,595.76,595.86,S,0.10000000000002274,ER0,AH1,ER,AH,mid,mid,front,back,something,7830.090873053277,2453.766120773652,-1.8856096718311333,3.7350250950546924,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
983,S03,S03_interview.wav,609.07,609.19,S,0.12000000000000455,IH0,T,IH,T,high,consonant,front,consonant,just,7605.54927644923,1195.6439392430434,0.8025856820280671,7.926108892224354,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
984,S03,S03_interview.wav,612.72,612.79,S,0.06999999999993634,M,T,M,T,consonant,consonant,consonant,consonant,still,7983.08953933698,1932.3494395195257,0.2107998016344035,5.462353645069621,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
985,S03,S03_interview.wav,615.69,615.78,S,0.08999999999991815,L,OW0,L,OW,consonant,mid,consonant,back,also,2932.9259545027753,3349.510259995847,0.7984828822426178,-1.110863170373964,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
986,S03,S03_interview.wav,621.67,621.73,S,0.06000000000005912,AE1,T,AE,T,low,consonant,front,consonant,past,7799.800498219034,1614.9586269180365,-1.883156643050724,10.984534272707222,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
987,S03,S03_interview.wav,621.97,622.04,S,0.06999999999993634,D,T,D,T,consonant,consonant,consonant,consonant,still,7709.678357348533,1196.2082847950956,-0.7293815320401198,10.00582151667271,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
988,S03,S03_interview.wav,629.2,629.28,S,0.07999999999992724,AH0,L,AH,L,mid,consonant,back,consonant,honestly,5256.7114557502255,4225.471894807215,-0.20605984998721985,-1.807365937747672,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
989,S03,S03_interview.wav,635.16,635.28,S,0.12000000000000455,K,OW1,K,OW,consonant,mid,consonant,back,so,5618.926826678282,3706.850155276321,-0.3273967580796034,-1.0884462860608919,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
990,S03,S03_interview.wav,687.34,687.51,S,0.16999999999995907,K,OW1,K,OW,consonant,mid,consonant,back,so,5358.261390398349,3786.2575729467712,-0.26431251114493165,-1.5414017718266844,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
991,S03,S03_interview.wav,690.29,690.34,S,0.05000000000006821,T,AH0,T,AH,consonant,mid,consonant,back,it's,545.3575644202984,664.6469168390597,13.483236307905438,236.87368927924047,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
992,S03,S03_interview.wav,691.91,692.07,S,0.16000000000008185,T,AH1,T,AH,consonant,mid,consonant,back,it's,7806.940659399779,1200.6961033164155,-0.32839362736722943,10.347500717131458,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
993,S03,S03_interview.wav,696.55,696.65,S,0.10000000000002274,UW0,AH1,UW,AH,high,mid,back,back,something,5607.366768700429,3653.6080786997964,-0.2782518465708394,-1.0340043011230244,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
994,S03,S03_interview.wav,710.24,710.31,S,0.06999999999993634,K,AH1,K,AH,consonant,mid,consonant,back,someone,3258.6956610619222,3629.3488928285688,0.8293847870457876,-0.9590698911525055,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
995,S03,S03_interview.wav,712.67,712.74,S,0.07000000000005002,ER0,AH1,ER,AH,mid,mid,front,back,something,1586.2720513755746,2429.0974323192436,2.5213347486966753,6.3065985100397,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
996,S03,S03_interview.wav,713.09,713.17,S,0.07999999999992724,R,AO1,R,AO,consonant,mid,consonant,back,sort,4856.277001760854,3095.204502558656,0.9050711530258688,1.8782569954122996,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
997,S03,S03_interview.wav,720.05,720.13,S,0.08000000000004093,AY1,W,AY,W,high,consonant,front,consonant,nice,8071.182013905329,2241.936075440737,-0.8149281439669315,3.658401689647941,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
998,S03,S03_interview.wav,720.3,720.4,SH,0.10000000000002274,UW1,EH1,UW,EH,high,mid,back,front,share,2003.4330258124553,2415.1060362028784,1.438406841877479,1.52817877674224,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
999,S03,S03_interview.wav,729.46,729.55,S,0.08999999999991815,K,AH0,K,AH,consonant,mid,consonant,back,texas,5883.14104919318,3623.4034225318937,-0.5931750511951662,-1.1739060325748365,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1000,S03,S03_interview.wav,729.8,730.03,S,0.2300000000000182,AH0,AH0,AH,AH,mid,mid,back,back,texas,8249.293576317767,1626.008151645338,-0.11424481076467086,4.948412071557707,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1001,S03,S03_interview.wav,735.54,735.6,S,0.06000000000005912,K,AH0,K,AH,consonant,mid,consonant,back,texas,3457.0692576859683,3629.1309004304267,0.5853435505674383,-1.330650878694698,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1002,S03,S03_interview.wav,735.72,735.86,S,0.13999999999998636,AH0,Y,AH,Y,mid,consonant,back,consonant,texas,8603.667103753685,1375.6009694046375,-0.5493561207804342,8.200309797872986,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1003,S03,S03_interview.wav,744.27,744.39,S,0.12000000000000455,EY1,IH0,EY,IH,high,high,front,front,basically,8216.252377856812,1592.9708414010445,-2.757566918668393,13.212016533884977,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1004,S03,S03_interview.wav,749.23,749.31,S,0.07999999999992724,UW1,T,UW,T,high,consonant,back,consonant,houston,9015.37223080002,2086.0918163449082,-1.3018006740764374,4.937484084851924,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1005,S03,S03_interview.wav,750.82,750.9,S,0.07999999999992724,M,OW1,M,OW,consonant,mid,consonant,back,so,3111.678903139026,3507.2539322174216,0.8867093722260402,-0.6802778175094466,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1006,S03,S03_interview.wav,752.2,752.35,S,0.14999999999997726,K,UW1,K,UW,consonant,mid,consonant,back,super,7502.770487353824,1300.129147222471,0.16205331625376346,8.673844124254366,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1007,S03,S03_interview.wav,752.65,752.73,S,0.08000000000004093,ER0,UW1,ER,UW,mid,mid,front,back,super,2987.616290760677,3232.839623994816,0.6468339579351543,-1.0502831112656241,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1008,S03,S03_interview.wav,754.06,754.13,SH,0.07000000000005002,K,AH0,K,AH,consonant,mid,consonant,back,actually,801.2246537081758,1372.7288552500154,5.6766133042569304,43.76871373181666,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1009,S03,S03_interview.wav,757.6,757.88,S,0.2799999999999727,IH1,JH,IH,JH,high,consonant,front,consonant,this,8072.2707208974,990.4414016494219,1.200053833742665,12.60749713687532,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1010,S03,S03_interview.wav,761.05,761.12,S,0.07000000000005002,ER1,T,ER,T,mid,consonant,front,consonant,first,7595.692835009929,1528.5714285163378,-0.5070411582972075,4.90928508089942,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1011,S03,S03_interview.wav,763.39,763.46,S,0.07000000000005002,ER0,AH1,ER,AH,mid,mid,front,back,something,8353.01957461434,2219.904370913246,-0.17800081927835676,2.473318955619815,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1012,S03,S03_interview.wav,764.49,764.55,S,0.05999999999994543,M,IH1,M,IH,consonant,high,consonant,front,since,1604.6628149684557,2568.057054837809,2.278251092204573,4.290608156131376,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1013,S03,S03_interview.wav,765.07,765.14,S,0.06999999999993634,L,K,L,K,consonant,consonant,consonant,consonant,school,7037.7828491203745,1343.1675657441538,0.9704025792598572,8.286415354281369,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1014,S03,S03_interview.wav,808.78,808.9,S,0.12000000000000455,IY1,EY1,IY,EY,high,high,front,front,saying,2542.1090719916233,3599.0187180754738,1.4074451999339488,0.31597594980387544,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1015,S03,S03_interview.wav,816.05,816.11,S,0.06000000000005912,EY1,AH0,EY,AH,high,mid,front,back,place,9449.635784041358,1251.887053668192,-1.6409055502181862,13.649875378407792,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1016,S03,S03_interview.wav,818.55,818.7,S,0.15000000000009095,AH0,UW1,AH,UW,mid,mid,back,back,assuming,6246.852493729514,3090.88752497219,-0.7769075278575105,0.25985389715270735,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1017,S03,S03_interview.wav,819.48,819.58,S,0.10000000000002274,EY1,T,EY,T,high,consonant,front,consonant,still,8004.133965953305,1242.1360037323207,-0.842592517322286,9.626303644715064,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1018,S03,S03_interview.wav,824.28,824.37,S,0.09000000000003183,IH0,T,IH,T,high,consonant,front,consonant,just,7390.297055129602,1401.8797270216999,0.164627040715615,8.845192410075922,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1019,S03,S03_interview.wav,865.2866,865.3866,S,0.10000000000002274,EH1,AE1,EH,AE,mid,low,front,front,guess,1856.1853034499934,3125.818658077801,2.0098686735698346,2.52342670651395,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1020,S03,S03_interview.wav,867.7566,868.0466,S,0.2899999999999636,AY1,L,AY,L,high,consonant,front,consonant,nice,6912.9509577147,2403.615034737581,-0.041744327368456804,4.155344295953846,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1021,S03,S03_interview.wav,873.9666,874.0366,S,0.07000000000005002,T,L,T,L,consonant,consonant,consonant,consonant,it's,5099.675420790474,3841.0069658188913,0.07149985463935289,-1.1737976277582958,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1022,S03,S03_interview.wav,880.2,880.28,S,0.07999999999992724,T,L,T,L,consonant,consonant,consonant,consonant,that's,3571.1360863314035,4008.7404364030567,0.7556467084075285,-0.9198691190164161,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1023,S03,S03_interview.wav,882.41,882.73,S,0.32000000000005,EH1,B,EH,B,mid,consonant,front,consonant,yes,8507.029342253993,1318.1397150321657,-0.1753590621003874,7.211472310221808,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1024,S03,S03_interview.wav,898.7921,898.9121,S,0.12000000000000455,T,AY1,T,AY,consonant,low,consonant,central,caveats,7606.396008321098,2364.359459673387,-1.4604355636412236,3.792518087770058,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1025,S03,S03_interview.wav,900.2821,900.3821,S,0.10000000000002274,IH0,IH0,IH,IH,high,high,front,front,this,5826.13458065371,3450.467756707861,-0.7410761995800567,-1.0088832440024154,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1026,S03,S03_interview.wav,901.6921,901.7721,S,0.08000000000004093,K,AH0,K,AH,consonant,mid,consonant,back,texas,6680.379499128434,2971.1141860458047,-1.24072171959136,0.5662425194147471,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1027,S03,S03_interview.wav,901.8621,901.9321,S,0.06999999999993634,AH0,AH0,AH,AH,mid,mid,back,back,texas,6096.743940453926,3852.4976244675786,-0.4644644130841588,-1.0322293620025893,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1028,S03,S03_interview.wav,902.2821,902.3721,S,0.09000000000003183,AH0,AW1,AH,AW,mid,low,back,central,south,7113.7501229846075,2845.572820109974,-1.1988012281418963,1.3387361551380543,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1029,S03,S03_interview.wav,907.3221,907.4421,S,0.12000000000000455,L,OW0,L,OW,consonant,mid,consonant,back,also,7372.171990161567,1346.5397757366131,-1.1559194497046845,14.563732728178298,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1030,S03,S03_interview.wav,908.3821,908.5521,S,0.16999999999995907,EY1,IY1,EY,IY,high,high,front,front,ac,7576.025704179649,2444.064776963645,-1.741413155439201,3.446585296045983,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1031,S03,S03_interview.wav,909.4521,909.5521,S,0.10000000000002274,T,OW1,T,OW,consonant,mid,consonant,back,so,6259.995329388929,3327.124239400233,-0.8417486511349928,-0.5242060208597144,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1032,S03,S03_interview.wav,910.9021,911.0021,S,0.10000000000002274,T,AY1,T,AY,consonant,low,consonant,central,outside,3816.977109177914,4004.694733173155,0.7354877683085093,-1.145610553946501,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1033,S03,S03_interview.wav,912.8621,912.9421,S,0.07999999999992724,N,AY1,N,AY,consonant,low,consonant,central,inside,2982.9239665607724,3372.5702936327707,1.0363692931882027,-0.696107798777359,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1034,S03,S03_interview.wav,917.33,917.43,S,0.09999999999990905,ER1,AH0,ER,AH,mid,mid,front,back,versus,4167.044551411563,4007.1099799543194,0.25109682286967566,-1.7588032793333979,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1035,S03,S03_interview.wav,921.9,922.08,S,0.18000000000006366,EY1,IY1,EY,IY,high,high,front,front,ac,7864.330363727511,2121.0457771958513,-2.0693283709465105,6.04022518082232,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1036,S03,S03_interview.wav,927.76,927.82,S,0.06000000000005912,IY1,T,IY,T,high,consonant,front,consonant,east,7004.477608750784,1007.074252306687,1.378523164752807,11.969292757243558,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1037,S03,S03_interview.wav,928.05,928.11,S,0.06000000000005912,OW1,T,OW,T,high,consonant,back,consonant,coast,7042.88705275318,1556.89985805463,-0.6989107126979733,7.732090640083202,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1038,S03,S03_interview.wav,939.94,940.01,S,0.06999999999993634,OW2,T,OW,T,high,consonant,back,consonant,almost,7798.807267163358,1208.9963237948782,0.7471916929760767,9.443300181360492,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1039,S03,S03_interview.wav,948.04,948.16,S,0.12000000000000455,M,OW1,M,OW,consonant,mid,consonant,back,so,4631.810758040425,3882.5062407016453,0.173036182240706,-1.3843538046893633,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1040,S03,S03_interview.wav,951.75,951.82,S,0.07000000000005002,AE1,K,AE,K,low,consonant,front,consonant,ask,7485.888495467053,1397.6099647698893,-0.08663231822793184,8.1395818507099,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1041,S03,S03_interview.wav,986.75,986.88,S,0.12999999999999545,TH,EY1,TH,EY,consonant,high,consonant,front,same,7749.679039449454,3559.269135473469,-1.128975692065647,0.2180644408641248,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
1042,S03,S03_interview.wav,987.91,988.0,S,0.09000000000003183,K,AH0,K,AH,consonant,mid,consonant,back,texas,4839.509874519535,4100.5315155307235,0.07509918881364706,-1.5182442419390103,25,cis woman,straight,"Black, African-American",low-to-middle class,"Houston & Lubbock, TX",English
